Date,Hours,SE1,SE2,SE3,SE4,SE
2020-05-11,07 - 08,3474.0,6763.0,7824.0,1185.0,19246.0
2020-05-11,08 - 09,3492.0,6535.0,7861.0,1191.0,19080.0
2020-05-11,09 - 10,3179.0,6516.0,7860.0,1180.0,18735.0
2020-05-11,10 - 11,3056.0,6387.0,7754.0,1154.0,18351.0
2020-05-11,11 - 12,3130.0,6301.0,7722.0,1111.0,18264.0
2020-05-11,12 - 13,3035.0,6352.0,7660.0,1104.0,18152.0
2020-05-11,13 - 14,3075.0,6323.0,7606.0,1072.0,18076.0
2020-05-11,14 - 15,2826.0,6554.0,7563.0,1025.0,17968.0
2020-05-11,15 - 16,3116.0,6857.0,7559.0,1011.0,18543.0
2020-05-11,16 - 17,3247.0,6791.0,7527.0,991.0,18556.0
2020-05-11,17 - 18,3219.0,6661.0,7432.0,940.0,18252.0
2020-05-11,18 - 19,3129.0,6710.0,7426.0,926.0,18192.0
2020-05-11,19 - 20,3065.0,6780.0,7351.0,848.0,18043.0
2020-05-11,20 - 21,3312.0,6713.0,7314.0,756.0,18095.0
2020-05-11,21 - 22,3455.0,6693.0,7392.0,679.0,18219.0
2020-05-11,22 - 23,3396.0,6673.0,7313.0,628.0,18011.0
2020-05-11,23 - 00,3231.0,6680.0,7209.0,598.0,17718.0
2020-05-12,00 - 01,2536.0,6558.0,7177.0,576.0,16847.0
2020-05-12,01 - 02,2517.0,6510.0,7112.0,581.0,16720.0
2020-05-12,02 - 03,2497.0,6375.0,7074.0,584.0,16530.0
2020-05-12,03 - 04,2428.0,6183.0,7032.0,597.0,16239.0
2020-05-12,04 - 05,2464.0,6294.0,7012.0,627.0,16397.0
2020-05-12,05 - 06,2821.0,6197.0,7094.0,657.0,16769.0
2020-05-12,06 - 07,3220.0,6189.0,7131.0,721.0,17262.0
2020-05-12,07 - 08,3582.0,6006.0,7304.0,817.0,17709.0
2020-05-12,08 - 09,3239.0,5803.0,7314.0,897.0,17254.0
2020-05-12,09 - 10,2945.0,5778.0,7355.0,985.0,17063.0
2020-05-12,10 - 11,2778.0,5907.0,7408.0,1068.0,17162.0
2020-05-12,11 - 12,3180.0,5886.0,7394.0,1153.0,17613.0
2020-05-12,12 - 13,3337.0,5768.0,7358.0,1228.0,17691.0
2020-05-12,13 - 14,3312.0,5659.0,7329.0,1319.0,17620.0
2020-05-12,14 - 15,3292.0,5768.0,7327.0,1348.0,17736.0
2020-05-12,15 - 16,3322.0,5828.0,7399.0,1353.0,17902.0
2020-05-12,16 - 17,3339.0,6028.0,7412.0,1284.0,18062.0
2020-05-12,17 - 18,3656.0,6166.0,7497.0,1228.0,18546.0
2020-05-12,18 - 19,3666.0,6188.0,7482.0,1172.0,18507.0
2020-05-12,19 - 20,3542.0,6082.0,7400.0,1110.0,18134.0
2020-05-12,20 - 21,3705.0,6400.0,7432.0,1055.0,18591.0
2020-05-12,21 - 22,3821.0,6583.0,7474.0,1074.0,18951.0
2020-05-12,22 - 23,3751.0,6635.0,7493.0,1064.0,18943.0
2020-05-12,23 - 00,3358.0,6506.0,7622.0,1025.0,18511.0
2020-05-13,00 - 01,3083.0,6370.0,7598.0,972.0,18022.0
2020-05-13,01 - 02,2584.0,6480.0,7667.0,911.0,17641.0
2020-05-13,02 - 03,2403.0,6494.0,7724.0,864.0,17484.0
2020-05-13,03 - 04,2391.0,6556.0,7787.0,818.0,17552.0
2020-05-13,04 - 05,2424.0,6577.0,7835.0,794.0,17629.0
2020-05-13,05 - 06,2904.0,6392.0,7828.0,747.0,17872.0
2020-05-13,06 - 07,3502.0,6614.0,7897.0,734.0,18747.0
2020-05-13,07 - 08,3600.0,6702.0,8025.0,728.0,19055.0
2020-05-13,08 - 09,3613.0,6518.0,8034.0,740.0,18904.0
2020-05-13,09 - 10,3434.0,6409.0,8001.0,741.0,18584.0
2020-05-13,10 - 11,3429.0,6320.0,7968.0,758.0,18475.0
2020-05-13,11 - 12,3466.0,6113.0,7875.0,776.0,18230.0
2020-05-13,12 - 13,3344.0,6122.0,7814.0,789.0,18069.0
2020-05-13,13 - 14,3333.0,6146.0,7730.0,799.0,18008.0
2020-05-13,14 - 15,3254.0,5964.0,7599.0,800.0,17617.0
2020-05-13,15 - 16,2972.0,6013.0,7378.0,794.0,17157.0
2020-05-13,16 - 17,3209.0,6297.0,7299.0,771.0,17575.0
2020-05-13,17 - 18,3161.0,6340.0,7198.0,760.0,17459.0
2020-05-13,18 - 19,3077.0,6251.0,7128.0,682.0,17138.0
2020-05-13,19 - 20,3186.0,6302.0,7065.0,609.0,17162.0
2020-05-13,20 - 21,3075.0,6205.0,6962.0,558.0,16800.0
2020-05-13,21 - 22,3061.0,6211.0,6953.0,517.0,16742.0
2020-05-13,22 - 23,3149.0,6198.0,6940.0,474.0,16760.0
2020-05-13,23 - 00,2873.0,6080.0,6936.0,436.0,16325.0
2020-05-14,00 - 01,2831.0,6094.0,6806.0,396.0,16126.0
2020-05-14,01 - 02,2781.0,6157.0,6849.0,387.0,16174.0
2020-05-14,02 - 03,2742.0,6035.0,6778.0,389.0,15945.0
2020-05-14,03 - 04,2784.0,6021.0,6782.0,401.0,15987.0
2020-05-14,04 - 05,2762.0,5942.0,6791.0,428.0,15922.0
2020-05-14,05 - 06,3373.0,5874.0,6840.0,438.0,16524.0
2020-05-14,06 - 07,3393.0,5832.0,6895.0,511.0,16631.0
2020-05-14,07 - 08,3305.0,5781.0,7065.0,592.0,16742.0
2020-05-14,08 - 09,3255.0,5698.0,7097.0,693.0,16742.0
2020-05-14,09 - 10,3391.0,5715.0,7034.0,772.0,16913.0
2020-05-14,10 - 11,3356.0,5674.0,7024.0,907.0,16961.0
2020-05-14,11 - 12,3004.0,5755.0,7205.0,985.0,16949.0
2020-05-14,12 - 13,3022.0,5845.0,7287.0,1032.0,17185.0
2020-05-14,13 - 14,2946.0,5693.0,7376.0,1076.0,17091.0
2020-05-14,14 - 15,2938.0,5800.0,7403.0,1101.0,17241.0
2020-05-14,15 - 16,2917.0,5867.0,7501.0,1133.0,17418.0
2020-05-14,16 - 17,2892.0,5869.0,7652.0,1180.0,17593.0
2020-05-14,17 - 18,2775.0,5947.0,7647.0,1166.0,17534.0
2020-05-14,18 - 19,2780.0,5923.0,7605.0,1118.0,17426.0
2020-05-14,19 - 20,2949.0,5999.0,7502.0,1028.0,17478.0
2020-05-14,20 - 21,3026.0,6020.0,7389.0,957.0,17393.0
2020-05-14,21 - 22,3325.0,6111.0,7267.0,938.0,17641.0
2020-05-14,22 - 23,3167.0,6133.0,7198.0,949.0,17448.0
2020-05-14,23 - 00,2760.0,5976.0,7113.0,989.0,16838.0
2020-05-15,00 - 01,2529.0,5753.0,6990.0,1053.0,16325.0
2020-05-15,01 - 02,2417.0,5639.0,6856.0,1089.0,16002.0
2020-05-15,02 - 03,2346.0,5635.0,6817.0,1093.0,15891.0
2020-05-15,03 - 04,2635.0,5648.0,6745.0,1087.0,16115.0
2020-05-15,04 - 05,2784.0,5713.0,6690.0,1074.0,16261.0
2020-05-15,05 - 06,3175.0,5905.0,6760.0,1059.0,16899.0
2020-05-15,06 - 07,3389.0,6005.0,6925.0,1093.0,17413.0
2020-05-15,07 - 08,3649.0,5957.0,7095.0,1102.0,17802.0
2020-05-15,08 - 09,3383.0,5723.0,7181.0,1102.0,17389.0
2020-05-15,09 - 10,3451.0,5849.0,7184.0,1091.0,17574.0
2020-05-15,10 - 11,3565.0,5873.0,7207.0,1111.0,17756.0
2020-05-15,11 - 12,3405.0,5925.0,7178.0,1126.0,17633.0
2020-05-15,12 - 13,3527.0,5943.0,7181.0,1170.0,17822.0
2020-05-15,13 - 14,3439.0,5867.0,7206.0,1204.0,17717.0
2020-05-15,14 - 15,3296.0,5796.0,7224.0,1241.0,17557.0
2020-05-15,15 - 16,3224.0,5814.0,7308.0,1294.0,17641.0
2020-05-15,16 - 17,3005.0,5820.0,7345.0,1331.0,17500.0
2020-05-15,17 - 18,3150.0,5826.0,7360.0,1349.0,17686.0
2020-05-15,18 - 19,3154.0,5754.0,7325.0,1389.0,17622.0
2020-05-15,19 - 20,3225.0,5733.0,7213.0,1389.0,17560.0
2020-05-15,20 - 21,3061.0,5717.0,7189.0,1355.0,17322.0
2020-05-15,21 - 22,2668.0,5716.0,7217.0,1321.0,16923.0
2020-05-15,22 - 23,2513.0,5646.0,7297.0,1330.0,16785.0
2020-05-15,23 - 00,2315.0,5428.0,7322.0,1347.0,16413.0
2020-05-16,00 - 01,2576.0,5467.0,7205.0,1372.0,16621.0
2020-05-16,01 - 02,2628.0,5369.0,7240.0,1372.0,16608.0
2020-05-16,02 - 03,2425.0,5365.0,7200.0,1368.0,16358.0
2020-05-16,03 - 04,2307.0,5141.0,7204.0,1363.0,16016.0
2020-05-16,04 - 05,2054.0,5050.0,7236.0,1365.0,15704.0
2020-05-16,05 - 06,2037.0,5039.0,7248.0,1390.0,15713.0
2020-05-16,06 - 07,2134.0,4958.0,7249.0,1446.0,15786.0
2020-05-16,07 - 08,1878.0,4803.0,7302.0,1486.0,15470.0
2020-05-16,08 - 09,2336.0,4798.0,7383.0,1529.0,16046.0
2020-05-16,09 - 10,2607.0,4839.0,7447.0,1582.0,16475.0
2020-05-16,10 - 11,2698.0,4826.0,7529.0,1606.0,16659.0
2020-05-16,11 - 12,2607.0,4700.0,7629.0,1634.0,16570.0
2020-05-16,12 - 13,2478.0,4720.0,7706.0,1653.0,16557.0
2020-05-16,13 - 14,2107.0,4614.0,7745.0,1658.0,16124.0
2020-05-16,14 - 15,1992.0,4552.0,7788.0,1674.0,16006.0
2020-05-16,15 - 16,1657.0,4511.0,7821.0,1683.0,15672.0
2020-05-16,16 - 17,1749.0,4736.0,7837.0,1684.0,16006.0
2020-05-16,17 - 18,2520.0,4969.0,7906.0,1648.0,17042.0
2020-05-16,18 - 19,2520.0,5007.0,8045.0,1643.0,17215.0
2020-05-16,19 - 20,2587.0,5096.0,8014.0,1581.0,17277.0
2020-05-16,20 - 21,2537.0,5198.0,7936.0,1521.0,17192.0
2020-05-16,21 - 22,2589.0,5217.0,7835.0,1453.0,17095.0
2020-05-16,22 - 23,2720.0,5256.0,7780.0,1406.0,17162.0
2020-05-16,23 - 00,2473.0,5090.0,7754.0,1390.0,16707.0
2020-05-17,00 - 01,2364.0,4764.0,7621.0,1371.0,16120.0
2020-05-17,01 - 02,1718.0,4402.0,7575.0,1358.0,15053.0
2020-05-17,02 - 03,1499.0,4320.0,7515.0,1338.0,14672.0
2020-05-17,03 - 04,1548.0,4368.0,7494.0,1343.0,14752.0
2020-05-17,04 - 05,1432.0,4236.0,7396.0,1336.0,14401.0
2020-05-17,05 - 06,1273.0,4258.0,7322.0,1363.0,14216.0
2020-05-17,06 - 07,1191.0,4206.0,7313.0,1417.0,14126.0
2020-05-17,07 - 08,1773.0,4062.0,7374.0,1488.0,14697.0
2020-05-17,08 - 09,2038.0,4133.0,7434.0,1528.0,15132.0
2020-05-17,09 - 10,1819.0,4100.0,7502.0,1565.0,14985.0
2020-05-17,10 - 11,2110.0,4148.0,7534.0,1594.0,15385.0
2020-05-17,11 - 12,1968.0,4172.0,7520.0,1628.0,15287.0
2020-05-17,12 - 13,1651.0,4209.0,7415.0,1650.0,14925.0
2020-05-17,13 - 14,1402.0,4114.0,7423.0,1674.0,14613.0
2020-05-17,14 - 15,1345.0,4098.0,7407.0,1685.0,14534.0
2020-05-17,15 - 16,1350.0,4119.0,7443.0,1694.0,14605.0
2020-05-17,16 - 17,1476.0,4083.0,7455.0,1687.0,14700.0
2020-05-17,17 - 18,1721.0,4270.0,7393.0,1656.0,15041.0
2020-05-17,18 - 19,2540.0,4746.0,7341.0,1607.0,16232.0
2020-05-17,19 - 20,2802.0,4948.0,7212.0,1552.0,16515.0
2020-05-17,20 - 21,3072.0,5036.0,7171.0,1482.0,16760.0
2020-05-17,21 - 22,3290.0,5134.0,7126.0,1416.0,16965.0
2020-05-17,22 - 23,3172.0,5162.0,7071.0,1356.0,16761.0
2020-05-17,23 - 00,3056.0,5219.0,7067.0,1322.0,16665.0
2020-05-18,00 - 01,2562.0,5339.0,7073.0,1290.0,16264.0
2020-05-18,01 - 02,2392.0,5283.0,7048.0,1224.0,15947.0
2020-05-18,02 - 03,2315.0,5384.0,7017.0,1143.0,15860.0
2020-05-18,03 - 04,2298.0,5391.0,6954.0,1068.0,15710.0
2020-05-18,04 - 05,2431.0,5538.0,6881.0,978.0,15827.0
2020-05-18,05 - 06,2505.0,5719.0,6784.0,920.0,15928.0
2020-05-18,06 - 07,3175.0,5943.0,6809.0,829.0,16756.0
2020-05-18,07 - 08,3492.0,6075.0,7071.0,805.0,17443.0
2020-05-18,08 - 09,3244.0,5851.0,7123.0,749.0,16967.0
2020-05-18,09 - 10,3131.0,5665.0,7096.0,690.0,16581.0
2020-05-18,10 - 11,3198.0,5659.0,6972.0,632.0,16461.0
2020-05-18,11 - 12,3236.0,5796.0,6938.0,618.0,16588.0
2020-05-18,12 - 13,3215.0,5856.0,6928.0,639.0,16637.0
2020-05-18,13 - 14,3186.0,5786.0,6808.0,655.0,16436.0
2020-05-18,14 - 15,3011.0,5759.0,6741.0,657.0,16167.0
2020-05-18,15 - 16,3118.0,5992.0,6768.0,660.0,16538.0
2020-05-18,16 - 17,3196.0,6100.0,6856.0,677.0,16829.0
2020-05-18,17 - 18,3276.0,6037.0,7036.0,660.0,17008.0
2020-05-18,18 - 19,3084.0,5862.0,7197.0,633.0,16776.0
2020-05-18,19 - 20,2982.0,5849.0,7028.0,629.0,16488.0
2020-05-18,20 - 21,3156.0,5792.0,6876.0,615.0,16439.0
2020-05-18,21 - 22,3072.0,5981.0,6820.0,641.0,16514.0
2020-05-18,22 - 23,3023.0,6048.0,6705.0,623.0,16398.0
2020-05-18,23 - 00,2813.0,5822.0,6671.0,614.0,15920.0
2020-05-19,00 - 01,2458.0,5571.0,6541.0,588.0,15158.0
2020-05-19,01 - 02,2458.0,5416.0,6494.0,604.0,14971.0
2020-05-19,02 - 03,2439.0,5412.0,6366.0,607.0,14825.0
2020-05-19,03 - 04,2453.0,5371.0,6343.0,590.0,14756.0
2020-05-19,04 - 05,2496.0,5461.0,6373.0,610.0,14940.0
2020-05-19,05 - 06,2698.0,5636.0,6548.0,614.0,15496.0
2020-05-19,06 - 07,3090.0,5818.0,6614.0,650.0,16172.0
2020-05-19,07 - 08,3635.0,6075.0,6751.0,738.0,17199.0
2020-05-19,08 - 09,3508.0,5819.0,6925.0,770.0,17022.0
2020-05-19,09 - 10,3399.0,5767.0,6994.0,794.0,16953.0
2020-05-19,10 - 11,3397.0,5688.0,7041.0,834.0,16960.0
2020-05-19,11 - 12,3359.0,5799.0,7056.0,887.0,17101.0
2020-05-19,12 - 13,3300.0,5579.0,7012.0,925.0,16816.0
2020-05-19,13 - 14,3280.0,5660.0,6912.0,958.0,16810.0
2020-05-19,14 - 15,2827.0,5630.0,6877.0,971.0,16306.0
2020-05-19,15 - 16,2593.0,5724.0,6818.0,967.0,16101.0
2020-05-19,16 - 17,2844.0,5874.0,6831.0,929.0,16478.0
2020-05-19,17 - 18,3053.0,6046.0,7118.0,844.0,17060.0
2020-05-19,18 - 19,2750.0,5966.0,7131.0,755.0,16601.0
2020-05-19,19 - 20,2782.0,6066.0,7090.0,664.0,16602.0
2020-05-19,20 - 21,2834.0,6093.0,7053.0,611.0,16592.0
2020-05-19,21 - 22,2928.0,6193.0,7012.0,553.0,16686.0
2020-05-19,22 - 23,2888.0,6377.0,6759.0,534.0,16558.0
2020-05-19,23 - 00,2816.0,6104.0,6540.0,518.0,15978.0
2020-05-20,00 - 01,2170.0,5836.0,6502.0,482.0,14989.0
2020-05-20,01 - 02,1962.0,5629.0,6523.0,451.0,14564.0
2020-05-20,02 - 03,1929.0,5679.0,6591.0,429.0,14627.0
2020-05-20,03 - 04,1974.0,5737.0,6631.0,406.0,14749.0
2020-05-20,04 - 05,2003.0,5878.0,6679.0,403.0,14962.0
2020-05-20,05 - 06,2564.0,5952.0,6703.0,449.0,15668.0
2020-05-20,06 - 07,3031.0,6372.0,6889.0,535.0,16828.0
2020-05-20,07 - 08,3041.0,6459.0,7107.0,729.0,17336.0
2020-05-20,08 - 09,2837.0,6193.0,7132.0,826.0,16988.0
2020-05-20,09 - 10,2924.0,5921.0,6955.0,762.0,16562.0
2020-05-20,10 - 11,3114.0,6005.0,6840.0,718.0,16677.0
2020-05-20,11 - 12,3088.0,5970.0,6865.0,725.0,16648.0
2020-05-20,12 - 13,3104.0,5962.0,6981.0,745.0,16791.0
2020-05-20,13 - 14,3301.0,5876.0,7066.0,632.0,16875.0
2020-05-20,14 - 15,3105.0,5753.0,7013.0,596.0,16467.0
2020-05-20,15 - 16,2894.0,5754.0,6980.0,553.0,16180.0
2020-05-20,16 - 17,2925.0,5679.0,6865.0,519.0,15988.0
2020-05-20,17 - 18,2948.0,5806.0,6772.0,506.0,16032.0
2020-05-20,18 - 19,2978.0,5735.0,6735.0,458.0,15905.0
2020-05-20,19 - 20,3044.0,5888.0,6825.0,411.0,16168.0
2020-05-20,20 - 21,3133.0,5706.0,6854.0,385.0,16078.0
2020-05-20,21 - 22,3025.0,5736.0,6778.0,380.0,15919.0
2020-05-20,22 - 23,3029.0,5703.0,6768.0,389.0,15889.0
2020-05-20,23 - 00,2071.0,5483.0,6740.0,380.0,14675.0
2020-05-21,00 - 01,1643.0,5418.0,6598.0,355.0,14013.0
2020-05-21,01 - 02,1548.0,5417.0,6539.0,355.0,13859.0
2020-05-21,02 - 03,1509.0,5421.0,6559.0,352.0,13841.0
2020-05-21,03 - 04,1499.0,5287.0,6533.0,345.0,13663.0
2020-05-21,04 - 05,1615.0,5197.0,6499.0,339.0,13650.0
2020-05-21,05 - 06,2287.0,5163.0,6462.0,336.0,14248.0
2020-05-21,06 - 07,2632.0,5316.0,6541.0,331.0,14820.0
2020-05-21,07 - 08,2679.0,5305.0,6557.0,370.0,14911.0
2020-05-21,08 - 09,2650.0,5353.0,6611.0,405.0,15018.0
2020-05-21,09 - 10,2762.0,5339.0,6580.0,419.0,15099.0
2020-05-21,10 - 11,2714.0,5083.0,6614.0,434.0,14845.0
2020-05-21,11 - 12,2695.0,5128.0,6654.0,450.0,14927.0
2020-05-21,12 - 13,2756.0,4999.0,6674.0,448.0,14878.0
2020-05-21,13 - 14,2684.0,4873.0,6625.0,460.0,14643.0
2020-05-21,14 - 15,2306.0,4635.0,6589.0,470.0,13999.0
2020-05-21,15 - 16,2301.0,4891.0,6606.0,465.0,14263.0
2020-05-21,16 - 17,2520.0,4908.0,6659.0,459.0,14545.0
2020-05-21,17 - 18,2339.0,5194.0,6707.0,445.0,14686.0
2020-05-21,18 - 19,2845.0,5172.0,6609.0,436.0,15062.0
2020-05-21,19 - 20,2928.0,5314.0,6600.0,438.0,15280.0
2020-05-21,20 - 21,2875.0,5453.0,6507.0,426.0,15261.0
2020-05-21,21 - 22,2654.0,5687.0,6376.0,435.0,15152.0
2020-05-21,22 - 23,2497.0,5790.0,6311.0,463.0,15060.0
2020-05-21,23 - 00,2258.0,5583.0,6270.0,482.0,14593.0
2020-05-22,00 - 01,1862.0,5368.0,6260.0,496.0,13987.0
2020-05-22,01 - 02,1751.0,5037.0,6238.0,508.0,13534.0
2020-05-22,02 - 03,1712.0,5221.0,6235.0,517.0,13684.0
2020-05-22,03 - 04,1709.0,5309.0,6160.0,517.0,13695.0
2020-05-22,04 - 05,1665.0,5136.0,6128.0,525.0,13453.0
2020-05-22,05 - 06,1708.0,5408.0,6075.0,543.0,13734.0
2020-05-22,06 - 07,2158.0,5495.0,6231.0,544.0,14428.0
2020-05-22,07 - 08,2665.0,5662.0,6440.0,584.0,15351.0
2020-05-22,08 - 09,2863.0,5588.0,6525.0,615.0,15591.0
2020-05-22,09 - 10,3032.0,5625.0,6589.0,672.0,15918.0
2020-05-22,10 - 11,2845.0,5271.0,6626.0,737.0,15478.0
2020-05-22,11 - 12,2260.0,5378.0,6596.0,815.0,15049.0
2020-05-22,12 - 13,1756.0,5656.0,6653.0,922.0,14987.0
2020-05-22,13 - 14,1685.0,5893.0,6677.0,1007.0,15263.0
2020-05-22,14 - 15,1601.0,5715.0,6736.0,1052.0,15105.0
2020-05-22,15 - 16,1607.0,5631.0,6815.0,1112.0,15164.0
2020-05-22,16 - 17,1675.0,5616.0,6888.0,1165.0,15344.0
2020-05-22,17 - 18,1909.0,5631.0,6968.0,1203.0,15711.0
2020-05-22,18 - 19,1916.0,5715.0,7093.0,1231.0,15956.0
2020-05-22,19 - 20,1910.0,5859.0,7202.0,1248.0,16218.0
2020-05-22,20 - 21,2065.0,5998.0,7275.0,1260.0,16597.0
2020-05-22,21 - 22,1911.0,6011.0,7312.0,1254.0,16488.0
2020-05-22,22 - 23,1846.0,5986.0,7376.0,1282.0,16489.0
2020-05-22,23 - 00,1872.0,5837.0,7405.0,1322.0,16437.0
2020-05-23,00 - 01,1846.0,5792.0,7203.0,1339.0,16180.0
2020-05-23,01 - 02,1844.0,5510.0,6958.0,1346.0,15658.0
2020-05-23,02 - 03,1790.0,5365.0,6841.0,1294.0,15289.0
2020-05-23,03 - 04,1849.0,5172.0,6757.0,1214.0,14991.0
2020-05-23,04 - 05,1870.0,4969.0,6686.0,1115.0,14641.0
2020-05-23,05 - 06,2036.0,5383.0,6617.0,1000.0,15035.0
2020-05-23,06 - 07,1938.0,5699.0,6552.0,852.0,15040.0
2020-05-23,07 - 08,1930.0,5713.0,6490.0,736.0,14868.0
2020-05-23,08 - 09,1855.0,6058.0,6449.0,670.0,15033.0
2020-05-23,09 - 10,1887.0,6280.0,6394.0,668.0,15228.0
2020-05-23,10 - 11,1850.0,6448.0,6358.0,638.0,15294.0
2020-05-23,11 - 12,1821.0,6377.0,6307.0,649.0,15153.0
2020-05-23,12 - 13,1964.0,5923.0,6231.0,670.0,14788.0
2020-05-23,13 - 14,1955.0,5777.0,6134.0,711.0,14577.0
2020-05-23,14 - 15,1913.0,5360.0,6100.0,733.0,14107.0
2020-05-23,15 - 16,1950.0,5246.0,6122.0,743.0,14060.0
2020-05-23,16 - 17,2353.0,5300.0,6149.0,782.0,14584.0
2020-05-23,17 - 18,2439.0,5632.0,6171.0,803.0,15045.0
2020-05-23,18 - 19,2506.0,5691.0,6192.0,808.0,15197.0
2020-05-23,19 - 20,2570.0,5851.0,6226.0,814.0,15461.0
2020-05-23,20 - 21,2346.0,5753.0,6209.0,810.0,15118.0
2020-05-23,21 - 22,2364.0,5722.0,6187.0,810.0,15083.0
2020-05-23,22 - 23,2190.0,5691.0,6147.0,794.0,14822.0
2020-05-23,23 - 00,1922.0,5031.0,6060.0,763.0,13775.0
2020-05-24,00 - 01,1445.0,4506.0,5976.0,734.0,12661.0
2020-05-24,01 - 02,1546.0,4409.0,5973.0,725.0,12653.0
2020-05-24,02 - 03,1613.0,4096.0,5943.0,736.0,12388.0
2020-05-24,03 - 04,1480.0,3722.0,5948.0,755.0,11905.0
2020-05-24,04 - 05,1403.0,3584.0,5974.0,786.0,11747.0
2020-05-24,05 - 06,1393.0,3413.0,5966.0,776.0,11547.0
2020-05-24,06 - 07,1356.0,3482.0,5970.0,778.0,11585.0
2020-05-24,07 - 08,1496.0,3967.0,5977.0,844.0,12284.0
2020-05-24,08 - 09,1348.0,4077.0,5994.0,878.0,12297.0
2020-05-24,09 - 10,1608.0,4210.0,6028.0,922.0,12768.0
2020-05-24,10 - 11,1587.0,4498.0,6048.0,962.0,13095.0
2020-05-24,11 - 12,1574.0,4565.0,6084.0,983.0,13205.0
2020-05-24,12 - 13,1625.0,4648.0,6097.0,1015.0,13384.0
2020-05-24,13 - 14,1682.0,4404.0,6052.0,999.0,13137.0
2020-05-24,14 - 15,1637.0,4341.0,6026.0,970.0,12975.0
2020-05-24,15 - 16,1737.0,4461.0,6012.0,943.0,13153.0
2020-05-24,16 - 17,2135.0,5072.0,6133.0,925.0,14266.0
2020-05-24,17 - 18,2010.0,5189.0,6072.0,875.0,14146.0
2020-05-24,18 - 19,2031.0,5328.0,5961.0,853.0,14172.0
2020-05-24,19 - 20,2049.0,5427.0,5992.0,807.0,14275.0
2020-05-24,20 - 21,2245.0,5247.0,5908.0,765.0,14165.0
2020-05-24,21 - 22,2142.0,5199.0,5857.0,739.0,13937.0
2020-05-24,22 - 23,1990.0,5186.0,5754.0,726.0,13655.0
2020-05-24,23 - 00,1536.0,4905.0,5603.0,670.0,12715.0
2020-05-25,00 - 01,1238.0,4469.0,5571.0,582.0,11861.0
2020-05-25,01 - 02,1117.0,4189.0,5683.0,517.0,11505.0
2020-05-25,02 - 03,1200.0,4308.0,5775.0,453.0,11736.0
2020-05-25,03 - 04,1152.0,4146.0,5869.0,417.0,11584.0
2020-05-25,04 - 05,1183.0,4220.0,5949.0,388.0,11739.0
2020-05-25,05 - 06,1565.0,4580.0,6094.0,366.0,12605.0
2020-05-25,06 - 07,2829.0,5137.0,6202.0,389.0,14557.0
2020-05-25,07 - 08,3356.0,5595.0,6554.0,412.0,15917.0
2020-05-25,08 - 09,3378.0,5542.0,6670.0,427.0,16017.0
2020-05-25,09 - 10,3401.0,5531.0,6704.0,445.0,16081.0
2020-05-25,10 - 11,3425.0,5570.0,6730.0,465.0,16191.0
2020-05-25,11 - 12,3414.0,5567.0,6729.0,491.0,16202.0
2020-05-25,12 - 13,3345.0,5371.0,6639.0,507.0,15861.0
2020-05-25,13 - 14,3337.0,5348.0,6541.0,521.0,15747.0
2020-05-25,14 - 15,3073.0,5269.0,6449.0,535.0,15325.0
2020-05-25,15 - 16,3162.0,5484.0,6394.0,541.0,15580.0
2020-05-25,16 - 17,3450.0,5469.0,6531.0,544.0,15994.0
2020-05-25,17 - 18,3409.0,5467.0,6669.0,524.0,16069.0
2020-05-25,18 - 19,3335.0,5464.0,6493.0,510.0,15802.0
2020-05-25,19 - 20,3367.0,5571.0,6341.0,487.0,15766.0
2020-05-25,20 - 21,3302.0,5496.0,6305.0,442.0,15545.0
2020-05-25,21 - 22,3285.0,5528.0,6240.0,390.0,15443.0
2020-05-25,22 - 23,3245.0,5448.0,6186.0,348.0,15226.0
2020-05-25,23 - 00,2978.0,5329.0,6114.0,333.0,14754.0
2020-05-26,00 - 01,2097.0,5557.0,6209.0,311.0,14175.0
2020-05-26,01 - 02,1844.0,5564.0,6148.0,292.0,13848.0
2020-05-26,02 - 03,1836.0,5675.0,6059.0,287.0,13856.0
2020-05-26,03 - 04,1760.0,5666.0,6047.0,295.0,13767.0
2020-05-26,04 - 05,1751.0,5559.0,6076.0,296.0,13682.0
2020-05-26,05 - 06,2594.0,5763.0,6108.0,305.0,14770.0
2020-05-26,06 - 07,3135.0,5866.0,6246.0,386.0,15633.0
2020-05-26,07 - 08,3525.0,6130.0,6495.0,418.0,16567.0
2020-05-26,08 - 09,3428.0,5747.0,6636.0,438.0,16249.0
2020-05-26,09 - 10,3443.0,5750.0,6652.0,455.0,16300.0
2020-05-26,10 - 11,3459.0,5830.0,6566.0,465.0,16320.0
2020-05-26,11 - 12,3245.0,6015.0,6629.0,493.0,16383.0
2020-05-26,12 - 13,3435.0,6150.0,6742.0,499.0,16826.0
2020-05-26,13 - 14,3319.0,6081.0,6792.0,507.0,16699.0
2020-05-26,14 - 15,3180.0,6242.0,6837.0,532.0,16791.0
2020-05-26,15 - 16,2914.0,6240.0,6903.0,536.0,16594.0
2020-05-26,16 - 17,2768.0,6339.0,6869.0,537.0,16512.0
2020-05-26,17 - 18,2915.0,6406.0,6921.0,535.0,16776.0
2020-05-26,18 - 19,2848.0,6271.0,6841.0,539.0,16497.0
2020-05-26,19 - 20,2651.0,6263.0,6803.0,538.0,16255.0
2020-05-26,20 - 21,2596.0,6233.0,6796.0,546.0,16171.0
